# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	U_converged   	k_solver      	k_initial     	k_final       	k_iters       	k_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   	gammaInt_solver	gammaInt_initial	gammaInt_final	gammaInt_iters	gammaInt_converged	omega_solver  	omega_initial 	omega_final   	omega_iters   	omega_converged	ReThetat_solver	ReThetat_initial	ReThetat_final	ReThetat_iters	ReThetat_converged
273           	DILUPBiCGStab	2.051610e-05	1.556750e-07	1	9.964760e-05	9.717210e-08	2	false	DILUPBiCGStab	2.927380e-05	9.663260e-08	1	true	GAMG	6.598800e-05	5.064370e-07	7	true	DILUPBiCGStab	1.654570e-05	4.948340e-08	1	true	DILUPBiCGStab	3.896140e-07	8.282270e-10	1	true	DILUPBiCGStab	2.300190e-05	1.105870e-08	1	true
274           	DILUPBiCGStab	2.049840e-05	1.548720e-07	1	9.986130e-05	9.792710e-08	2	false	DILUPBiCGStab	2.918080e-05	9.637510e-08	1	true	GAMG	6.624840e-05	5.062240e-07	7	true	DILUPBiCGStab	1.645070e-05	4.928460e-08	1	true	DILUPBiCGStab	3.874600e-07	8.241920e-10	1	true	DILUPBiCGStab	2.275860e-05	1.104660e-08	1	true
275           	DILUPBiCGStab	2.048070e-05	1.540830e-07	1	1.000830e-04	9.864520e-08	2	false	DILUPBiCGStab	2.908800e-05	9.611610e-08	1	true	GAMG	6.640720e-05	5.061220e-07	7	true	DILUPBiCGStab	1.634810e-05	4.908360e-08	1	true	DILUPBiCGStab	3.852440e-07	8.199190e-10	1	true	DILUPBiCGStab	2.251680e-05	1.103040e-08	1	true
276           	DILUPBiCGStab	2.046300e-05	1.533070e-07	1	1.003130e-04	9.933710e-08	2	false	DILUPBiCGStab	2.899570e-05	9.585620e-08	1	true	GAMG	6.678080e-05	5.056820e-07	7	true	DILUPBiCGStab	1.625100e-05	4.893110e-08	1	true	DILUPBiCGStab	3.830850e-07	8.158050e-10	1	true	DILUPBiCGStab	2.229700e-05	1.100610e-08	1	true
277           	DILUPBiCGStab	2.044530e-05	1.525510e-07	1	1.005390e-04	9.995290e-08	2	false	DILUPBiCGStab	2.890360e-05	9.559530e-08	1	true	GAMG	6.709020e-05	5.054160e-07	7	true	DILUPBiCGStab	1.614820e-05	4.878040e-08	1	true	DILUPBiCGStab	3.809230e-07	8.117060e-10	1	true	DILUPBiCGStab	2.203430e-05	1.097990e-08	1	true
278           	DILUPBiCGStab	2.042720e-05	1.517810e-07	1	1.007640e-04	1.005250e-07	2	false	DILUPBiCGStab	2.881160e-05	9.533220e-08	1	true	GAMG	6.712850e-05	5.050560e-07	7	true	DILUPBiCGStab	1.603610e-05	4.859210e-08	1	true	DILUPBiCGStab	3.788130e-07	8.077200e-10	1	true	DILUPBiCGStab	2.175310e-05	1.095350e-08	1	true
279           	DILUPBiCGStab	2.040880e-05	1.510430e-07	1	1.009810e-04	1.010490e-07	2	false	DILUPBiCGStab	2.871990e-05	9.506710e-08	1	true	GAMG	6.670110e-05	5.047040e-07	7	true	DILUPBiCGStab	1.591930e-05	4.841900e-08	1	true	DILUPBiCGStab	3.766390e-07	8.035110e-10	1	true	DILUPBiCGStab	2.147550e-05	1.092960e-08	1	true
280           	DILUPBiCGStab	2.039000e-05	1.502980e-07	1	1.011840e-04	1.015210e-07	2	false	DILUPBiCGStab	2.862850e-05	9.480120e-08	1	true	GAMG	6.650790e-05	5.038990e-07	7	true	DILUPBiCGStab	1.578730e-05	4.824880e-08	1	true	DILUPBiCGStab	3.745760e-07	7.996120e-10	1	true	DILUPBiCGStab	2.118640e-05	1.090450e-08	1	true
281           	DILUPBiCGStab	2.037090e-05	1.495480e-07	1	1.013750e-04	1.019500e-07	2	false	DILUPBiCGStab	2.853720e-05	9.453370e-08	1	true	GAMG	6.712290e-05	5.029250e-07	7	true	DILUPBiCGStab	1.561460e-05	4.808800e-08	1	true	DILUPBiCGStab	3.724820e-07	7.955410e-10	1	true	DILUPBiCGStab	2.089840e-05	1.087470e-08	1	true
282           	DILUPBiCGStab	2.035140e-05	1.487820e-07	1	1.015510e-04	1.023280e-07	2	false	DILUPBiCGStab	2.844630e-05	9.426380e-08	1	true	GAMG	6.762390e-05	5.017500e-07	7	true	DILUPBiCGStab	1.540320e-05	4.799260e-08	1	true	DILUPBiCGStab	3.704260e-07	7.915630e-10	1	true	DILUPBiCGStab	2.063520e-05	1.084210e-08	1	true
283           	DILUPBiCGStab	2.033130e-05	1.480100e-07	1	1.017090e-04	1.026540e-07	2	false	DILUPBiCGStab	2.835570e-05	9.399360e-08	1	true	GAMG	6.766490e-05	5.004270e-07	7	true	DILUPBiCGStab	1.516430e-05	4.795480e-08	1	true	DILUPBiCGStab	3.683600e-07	7.874710e-10	1	true	DILUPBiCGStab	2.036590e-05	1.080910e-08	1	true
284           	DILUPBiCGStab	2.031050e-05	1.472200e-07	1	1.018550e-04	1.029220e-07	2	false	DILUPBiCGStab	2.826500e-05	9.372220e-08	1	true	GAMG	6.771590e-05	4.989460e-07	7	true	DILUPBiCGStab	1.490230e-05	4.788600e-08	1	true	DILUPBiCGStab	3.663660e-07	7.836240e-10	1	true	DILUPBiCGStab	2.008390e-05	1.077740e-08	1	true
285           	DILUPBiCGStab	2.028910e-05	1.464340e-07	1	1.019730e-04	1.031350e-07	2	false	DILUPBiCGStab	2.817450e-05	9.345110e-08	1	true	GAMG	6.797660e-05	4.975770e-07	7	true	DILUPBiCGStab	1.462520e-05	4.781510e-08	1	true	DILUPBiCGStab	3.642520e-07	7.793930e-10	1	true	DILUPBiCGStab	1.980000e-05	1.074530e-08	1	true
286           	DILUPBiCGStab	2.026690e-05	1.456540e-07	1	1.020710e-04	1.033130e-07	2	false	DILUPBiCGStab	2.808410e-05	9.317640e-08	1	true	GAMG	6.834290e-05	4.961450e-07	7	true	DILUPBiCGStab	1.434500e-05	4.778270e-08	1	true	DILUPBiCGStab	3.622190e-07	7.754430e-10	1	true	DILUPBiCGStab	1.951270e-05	1.071500e-08	1	true
287           	DILUPBiCGStab	2.024380e-05	1.449070e-07	1	1.021530e-04	1.034600e-07	2	false	DILUPBiCGStab	2.799420e-05	9.290090e-08	1	true	GAMG	6.856200e-05	4.951160e-07	7	true	DILUPBiCGStab	1.409400e-05	4.777110e-08	1	true	DILUPBiCGStab	3.601020e-07	7.711320e-10	1	true	DILUPBiCGStab	1.922250e-05	1.068150e-08	1	true
288           	DILUPBiCGStab	2.021990e-05	1.441420e-07	1	1.022140e-04	1.035840e-07	2	false	DILUPBiCGStab	2.790390e-05	9.262180e-08	1	true	GAMG	6.851900e-05	4.944450e-07	7	true	DILUPBiCGStab	1.387300e-05	4.780340e-08	1	true	DILUPBiCGStab	3.580640e-07	7.671240e-10	1	true	DILUPBiCGStab	1.892890e-05	1.064810e-08	1	true
289           	DILUPBiCGStab	2.019520e-05	1.433420e-07	1	1.022510e-04	1.036910e-07	2	false	DILUPBiCGStab	2.781400e-05	9.234350e-08	1	true	GAMG	6.878180e-05	4.939610e-07	7	true	DILUPBiCGStab	1.367150e-05	4.787820e-08	1	true	DILUPBiCGStab	3.559960e-07	7.629120e-10	1	true	DILUPBiCGStab	1.867070e-05	1.061510e-08	1	true
290           	DILUPBiCGStab	2.016950e-05	1.425290e-07	1	1.022710e-04	1.037460e-07	2	false	DILUPBiCGStab	2.772400e-05	9.206260e-08	1	true	GAMG	6.868020e-05	4.934450e-07	7	true	DILUPBiCGStab	1.348830e-05	4.799160e-08	1	true	DILUPBiCGStab	3.539910e-07	7.589520e-10	1	true	DILUPBiCGStab	1.840950e-05	1.057550e-08	1	true
291           	DILUPBiCGStab	2.014280e-05	1.417400e-07	1	1.022680e-04	1.037030e-07	2	false	DILUPBiCGStab	2.763450e-05	9.178200e-08	1	true	GAMG	6.829560e-05	4.929930e-07	7	true	DILUPBiCGStab	1.332790e-05	4.816970e-08	1	true	DILUPBiCGStab	3.519250e-07	7.546590e-10	1	true	DILUPBiCGStab	1.814690e-05	1.053630e-08	1	true
292           	DILUPBiCGStab	2.011520e-05	1.409600e-07	1	1.022440e-04	1.035910e-07	2	false	DILUPBiCGStab	2.754510e-05	9.149820e-08	1	true	GAMG	6.799850e-05	4.925010e-07	7	true	DILUPBiCGStab	1.318570e-05	4.838900e-08	1	true	DILUPBiCGStab	3.499160e-07	7.506200e-10	1	true	DILUPBiCGStab	1.787970e-05	1.049610e-08	1	true
293           	DILUPBiCGStab	2.008680e-05	1.402000e-07	1	1.021980e-04	1.034500e-07	2	false	DILUPBiCGStab	2.745590e-05	9.121460e-08	1	true	GAMG	6.766160e-05	4.920040e-07	7	true	DILUPBiCGStab	1.306640e-05	4.858260e-08	1	true	DILUPBiCGStab	3.479380e-07	7.465820e-10	1	true	DILUPBiCGStab	1.761470e-05	1.045440e-08	1	true
294           	DILUPBiCGStab	2.005730e-05	1.394050e-07	1	1.021310e-04	1.032420e-07	2	false	DILUPBiCGStab	2.736690e-05	9.092940e-08	1	true	GAMG	6.784630e-05	4.914290e-07	7	true	DILUPBiCGStab	1.295720e-05	4.865250e-08	1	true	DILUPBiCGStab	3.459560e-07	7.425580e-10	1	true	DILUPBiCGStab	1.735370e-05	1.040970e-08	1	true
295           	DILUPBiCGStab	2.002680e-05	1.385790e-07	1	1.020450e-04	1.030160e-07	2	false	DILUPBiCGStab	2.728100e-05	9.067070e-08	1	true	GAMG	6.811740e-05	4.907730e-07	7	true	DILUPBiCGStab	1.285010e-05	4.880230e-08	1	true	DILUPBiCGStab	3.439960e-07	9.945530e-09	1	true	DILUPBiCGStab	1.710200e-05	1.036640e-08	1	true
296           	DILUPBiCGStab	1.999490e-05	1.377490e-07	1	1.019360e-04	1.027300e-07	2	false	DILUPBiCGStab	2.719840e-05	9.044880e-08	1	true	GAMG	6.817520e-05	4.892800e-07	7	true	DILUPBiCGStab	1.274780e-05	4.898380e-08	1	true	DILUPBiCGStab	3.416770e-07	9.929130e-09	1	true	DILUPBiCGStab	1.686670e-05	1.032310e-08	1	true
297           	DILUPBiCGStab	1.996200e-05	1.369400e-07	1	1.018050e-04	1.024270e-07	2	false	DILUPBiCGStab	2.711600e-05	9.022460e-08	1	true	GAMG	6.810020e-05	4.876370e-07	7	true	DILUPBiCGStab	1.265940e-05	4.918880e-08	1	true	DILUPBiCGStab	3.399490e-07	9.909910e-09	1	true	DILUPBiCGStab	1.665790e-05	1.028250e-08	1	true
298           	DILUPBiCGStab	1.992780e-05	1.361710e-07	1	1.016560e-04	1.021130e-07	2	false	DILUPBiCGStab	2.703360e-05	8.999700e-08	1	true	GAMG	6.826890e-05	4.851120e-07	7	true	DILUPBiCGStab	1.257190e-05	4.937810e-08	1	true	DILUPBiCGStab	3.381730e-07	9.886440e-09	1	true	DILUPBiCGStab	1.643930e-05	1.024240e-08	1	true
299           	DILUPBiCGStab	1.989270e-05	1.354120e-07	1	1.014840e-04	1.017700e-07	2	false	DILUPBiCGStab	2.695100e-05	8.976710e-08	1	true	GAMG	6.869090e-05	4.823190e-07	7	true	DILUPBiCGStab	1.248370e-05	4.956610e-08	1	true	DILUPBiCGStab	3.364200e-07	9.859500e-09	1	true	DILUPBiCGStab	1.621500e-05	1.020640e-08	1	true
300           	DILUPBiCGStab	1.985640e-05	1.346520e-07	1	1.012880e-04	1.013710e-07	2	false	DILUPBiCGStab	2.686840e-05	8.953380e-08	1	true	GAMG	6.892110e-05	4.796630e-07	7	true	DILUPBiCGStab	1.239410e-05	4.976080e-08	1	true	DILUPBiCGStab	3.346790e-07	9.829880e-09	1	true	DILUPBiCGStab	1.599160e-05	1.017150e-08	1	true
301           	DILUPBiCGStab	1.981900e-05	1.338810e-07	1	1.010740e-04	1.010140e-07	2	false	DILUPBiCGStab	2.678570e-05	8.929760e-08	1	true	GAMG	6.955840e-05	4.771690e-07	7	true	DILUPBiCGStab	1.230530e-05	4.998430e-08	1	true	DILUPBiCGStab	3.329090e-07	9.797580e-09	1	true	DILUPBiCGStab	1.577090e-05	1.013410e-08	1	true
302           	DILUPBiCGStab	1.978040e-05	1.331070e-07	1	1.008390e-04	1.005650e-07	2	false	DILUPBiCGStab	2.670280e-05	8.905880e-08	1	true	GAMG	7.079430e-05	4.748300e-07	7	true	DILUPBiCGStab	1.221930e-05	5.018580e-08	1	true	DILUPBiCGStab	3.311540e-07	9.763710e-09	1	true	DILUPBiCGStab	1.555190e-05	1.008990e-08	1	true
303           	DILUPBiCGStab	1.974070e-05	1.323650e-07	1	1.005780e-04	1.001210e-07	2	false	DILUPBiCGStab	2.661980e-05	8.881700e-08	1	true	GAMG	7.187760e-05	7.147430e-07	6	true	DILUPBiCGStab	1.213080e-05	5.035900e-08	1	true	DILUPBiCGStab	3.294200e-07	9.728510e-09	1	true	DILUPBiCGStab	1.533220e-05	1.004820e-08	1	true
304           	DILUPBiCGStab	1.969990e-05	1.315520e-07	1	1.002960e-04	9.970970e-08	2	false	DILUPBiCGStab	2.653680e-05	8.857180e-08	1	true	GAMG	7.160170e-05	7.048200e-07	6	true	DILUPBiCGStab	1.203980e-05	5.054420e-08	1	true	DILUPBiCGStab	3.276680e-07	9.691720e-09	1	true	DILUPBiCGStab	1.511450e-05	1.000410e-08	1	true
305           	DILUPBiCGStab	1.965790e-05	1.307480e-07	1	1.000010e-04	9.912440e-08	2	false	DILUPBiCGStab	2.645410e-05	8.832580e-08	1	true	GAMG	7.087310e-05	6.962760e-07	6	true	DILUPBiCGStab	1.194640e-05	5.069820e-08	1	true	DILUPBiCGStab	3.259390e-07	9.654070e-09	1	true	DILUPBiCGStab	1.488930e-05	9.962510e-09	1	true
306           	DILUPBiCGStab	1.961490e-05	1.300060e-07	1	9.967430e-05	9.863180e-08	2	false	DILUPBiCGStab	2.637150e-05	8.807660e-08	1	true	GAMG	7.059850e-05	6.874050e-07	6	true	DILUPBiCGStab	1.185870e-05	5.089410e-08	1	true	DILUPBiCGStab	3.242190e-07	9.615800e-09	1	true	DILUPBiCGStab	1.468330e-05	9.918830e-09	1	true
307           	DILUPBiCGStab	1.957110e-05	1.292980e-07	1	9.933230e-05	9.809450e-08	2	false	DILUPBiCGStab	2.628920e-05	8.782420e-08	1	true	GAMG	7.054560e-05	6.791760e-07	6	true	DILUPBiCGStab	1.177330e-05	5.111600e-08	1	true	DILUPBiCGStab	3.225160e-07	9.576840e-09	1	true	DILUPBiCGStab	1.447110e-05	9.873090e-09	1	true
308           	DILUPBiCGStab	1.952620e-05	1.285500e-07	1	9.897440e-05	9.752630e-08	2	false	DILUPBiCGStab	2.620680e-05	8.756940e-08	1	true	GAMG	7.030030e-05	6.723220e-07	6	true	DILUPBiCGStab	1.168680e-05	5.135700e-08	1	true	DILUPBiCGStab	3.208370e-07	9.537460e-09	1	true	DILUPBiCGStab	1.425540e-05	9.822040e-09	1	true
309           	DILUPBiCGStab	1.948020e-05	1.277580e-07	1	9.859830e-05	9.691950e-08	2	false	DILUPBiCGStab	2.612440e-05	8.731130e-08	1	true	GAMG	7.035730e-05	6.660640e-07	6	true	DILUPBiCGStab	1.160160e-05	5.158730e-08	1	true	DILUPBiCGStab	3.191850e-07	9.497720e-09	1	true	DILUPBiCGStab	1.404080e-05	9.775110e-09	1	true
310           	DILUPBiCGStab	1.943310e-05	1.269430e-07	1	9.820380e-05	9.631840e-08	2	false	DILUPBiCGStab	2.604230e-05	8.705140e-08	1	true	GAMG	7.042290e-05	6.604550e-07	6	true	DILUPBiCGStab	1.151630e-05	5.179220e-08	1	true	DILUPBiCGStab	3.175350e-07	9.457720e-09	1	true	DILUPBiCGStab	1.382710e-05	9.724860e-09	1	true
311           	DILUPBiCGStab	1.938480e-05	1.261100e-07	1	9.779000e-05	9.567970e-08	2	false	DILUPBiCGStab	2.596010e-05	8.678940e-08	1	true	GAMG	7.031570e-05	6.549200e-07	6	true	DILUPBiCGStab	1.143080e-05	5.200530e-08	1	true	DILUPBiCGStab	3.159040e-07	9.417210e-09	1	true	DILUPBiCGStab	1.361050e-05	9.669260e-09	1	true
312           	DILUPBiCGStab	1.933540e-05	1.252670e-07	1	9.735760e-05	9.502660e-08	2	false	DILUPBiCGStab	2.587800e-05	8.652520e-08	1	true	GAMG	7.003750e-05	6.494810e-07	6	true	DILUPBiCGStab	1.134720e-05	5.223130e-08	1	true	DILUPBiCGStab	3.142700e-07	9.376440e-09	1	true	DILUPBiCGStab	1.340280e-05	9.614250e-09	1	true
313           	DILUPBiCGStab	1.928500e-05	1.244320e-07	1	9.690670e-05	9.435830e-08	2	false	DILUPBiCGStab	2.579600e-05	8.625880e-08	1	true	GAMG	7.009290e-05	6.442220e-07	6	true	DILUPBiCGStab	1.126420e-05	5.247840e-08	1	true	DILUPBiCGStab	3.126560e-07	9.335350e-09	1	true	DILUPBiCGStab	1.319310e-05	9.561320e-09	1	true
314           	DILUPBiCGStab	1.923360e-05	1.236050e-07	1	9.643840e-05	9.365780e-08	2	false	DILUPBiCGStab	2.571400e-05	8.599070e-08	1	true	GAMG	6.981910e-05	6.395970e-07	6	true	DILUPBiCGStab	1.117990e-05	5.273240e-08	1	true	DILUPBiCGStab	3.110570e-07	9.294100e-09	1	true	DILUPBiCGStab	1.298520e-05	9.507740e-09	1	true
315           	DILUPBiCGStab	1.918120e-05	1.227960e-07	1	9.595250e-05	9.293410e-08	2	false	DILUPBiCGStab	2.563230e-05	8.572100e-08	1	true	GAMG	7.001950e-05	6.348760e-07	6	true	DILUPBiCGStab	1.109260e-05	5.289430e-08	1	true	DILUPBiCGStab	3.094740e-07	9.252440e-09	1	true	DILUPBiCGStab	1.277210e-05	9.450410e-09	1	true
316           	DILUPBiCGStab	1.912780e-05	1.219970e-07	1	9.544900e-05	9.221980e-08	2	false	DILUPBiCGStab	2.555050e-05	8.544840e-08	1	true	GAMG	6.977660e-05	6.299030e-07	6	true	DILUPBiCGStab	1.100500e-05	5.299370e-08	1	true	DILUPBiCGStab	3.078960e-07	9.210800e-09	1	true	DILUPBiCGStab	1.256810e-05	9.387620e-09	1	true
317           	DILUPBiCGStab	1.907350e-05	1.212030e-07	1	9.492810e-05	9.150300e-08	2	false	DILUPBiCGStab	2.546880e-05	8.517450e-08	1	true	GAMG	6.982610e-05	6.245600e-07	6	true	DILUPBiCGStab	1.091700e-05	5.308830e-08	1	true	DILUPBiCGStab	3.063310e-07	9.168760e-09	1	true	DILUPBiCGStab	1.236460e-05	9.325830e-09	1	true
318           	DILUPBiCGStab	1.901840e-05	1.204200e-07	1	9.438990e-05	9.074850e-08	2	false	DILUPBiCGStab	2.538720e-05	8.489830e-08	1	true	GAMG	6.969820e-05	6.187860e-07	6	true	DILUPBiCGStab	1.082940e-05	5.314310e-08	1	true	DILUPBiCGStab	3.047700e-07	9.126730e-09	1	true	DILUPBiCGStab	1.216710e-05	9.265250e-09	1	true
319           	DILUPBiCGStab	1.896240e-05	1.196470e-07	1	9.383490e-05	8.997490e-08	2	false	DILUPBiCGStab	2.530570e-05	8.462040e-08	1	true	GAMG	6.944430e-05	6.131020e-07	6	true	DILUPBiCGStab	1.074140e-05	5.324090e-08	1	true	DILUPBiCGStab	3.032200e-07	9.084360e-09	1	true	DILUPBiCGStab	1.196740e-05	9.206510e-09	1	true
320           	DILUPBiCGStab	1.890570e-05	1.189020e-07	1	9.326400e-05	8.918910e-08	2	false	DILUPBiCGStab	2.522420e-05	8.434080e-08	1	true	GAMG	6.957430e-05	6.074990e-07	6	true	DILUPBiCGStab	1.065250e-05	5.336720e-08	1	true	DILUPBiCGStab	3.016710e-07	9.041910e-09	1	true	DILUPBiCGStab	1.176650e-05	9.149930e-09	1	true
321           	DILUPBiCGStab	1.884820e-05	1.181880e-07	1	9.267710e-05	8.840250e-08	2	false	DILUPBiCGStab	2.514300e-05	8.405960e-08	1	true	GAMG	6.947150e-05	6.020120e-07	6	true	DILUPBiCGStab	1.056460e-05	5.351820e-08	1	true	DILUPBiCGStab	3.001360e-07	8.999590e-09	1	true	DILUPBiCGStab	1.157180e-05	9.092450e-09	1	true
322           	DILUPBiCGStab	1.879010e-05	1.174960e-07	1	9.207520e-05	8.762290e-08	2	false	DILUPBiCGStab	2.506170e-05	8.377680e-08	1	true	GAMG	6.954800e-05	5.963280e-07	6	true	DILUPBiCGStab	1.047500e-05	5.366470e-08	1	true	DILUPBiCGStab	2.986210e-07	8.957570e-09	1	true	DILUPBiCGStab	1.137620e-05	9.031840e-09	1	true
323           	DILUPBiCGStab	1.873130e-05	1.168220e-07	1	9.145830e-05	8.684870e-08	2	false	DILUPBiCGStab	2.498040e-05	8.349290e-08	1	true	GAMG	6.975840e-05	5.905950e-07	6	true	DILUPBiCGStab	1.038510e-05	5.379630e-08	1	true	DILUPBiCGStab	2.971260e-07	8.915350e-09	1	true	DILUPBiCGStab	1.118340e-05	8.971560e-09	1	true
324           	DILUPBiCGStab	1.867200e-05	1.161700e-07	1	9.082700e-05	8.607620e-08	2	false	DILUPBiCGStab	2.489930e-05	8.320710e-08	1	true	GAMG	6.970630e-05	5.849020e-07	6	true	DILUPBiCGStab	1.029330e-05	5.387320e-08	1	true	DILUPBiCGStab	2.956280e-07	8.873120e-09	1	true	DILUPBiCGStab	1.098960e-05	8.909830e-09	1	true
325           	DILUPBiCGStab	1.861220e-05	1.155400e-07	1	9.018200e-05	8.529400e-08	2	false	DILUPBiCGStab	2.481810e-05	8.292050e-08	1	true	GAMG	6.927210e-05	5.793160e-07	6	true	DILUPBiCGStab	1.020180e-05	5.394590e-08	1	true	DILUPBiCGStab	2.941410e-07	8.830970e-09	1	true	DILUPBiCGStab	1.080460e-05	8.850480e-09	1	true
326           	DILUPBiCGStab	1.855190e-05	1.149310e-07	1	8.952330e-05	8.446850e-08	2	false	DILUPBiCGStab	2.473720e-05	8.263300e-08	1	true	GAMG	6.880970e-05	5.736120e-07	6	true	DILUPBiCGStab	1.010780e-05	5.397270e-08	1	true	DILUPBiCGStab	2.926600e-07	8.788860e-09	1	true	DILUPBiCGStab	1.061110e-05	8.792110e-09	1	true
327           	DILUPBiCGStab	1.849120e-05	1.143450e-07	1	8.885120e-05	8.363860e-08	2	false	DILUPBiCGStab	2.465650e-05	8.234420e-08	1	true	GAMG	6.788400e-05	5.678140e-07	6	true	DILUPBiCGStab	1.001420e-05	5.402560e-08	1	true	DILUPBiCGStab	2.911870e-07	8.746790e-09	1	true	DILUPBiCGStab	1.042680e-05	8.734290e-09	1	true
328           	DILUPBiCGStab	1.843010e-05	1.137820e-07	1	8.816660e-05	8.280260e-08	2	false	DILUPBiCGStab	2.457580e-05	8.205360e-08	1	true	GAMG	6.717160e-05	5.617840e-07	6	true	DILUPBiCGStab	9.921290e-06	5.409810e-08	1	true	DILUPBiCGStab	2.897220e-07	8.704920e-09	1	true	DILUPBiCGStab	1.025130e-05	8.672880e-09	1	true
329           	DILUPBiCGStab	1.836870e-05	1.132450e-07	1	8.746920e-05	8.197170e-08	2	false	DILUPBiCGStab	2.449520e-05	8.176210e-08	1	true	GAMG	6.637030e-05	5.560080e-07	6	true	DILUPBiCGStab	9.829990e-06	5.417180e-08	1	true	DILUPBiCGStab	2.882700e-07	8.662970e-09	1	true	DILUPBiCGStab	1.007470e-05	8.607140e-09	1	true
330           	DILUPBiCGStab	1.830710e-05	1.127380e-07	1	8.675990e-05	8.112690e-08	2	false	DILUPBiCGStab	2.441490e-05	8.146980e-08	1	true	GAMG	6.581950e-05	5.503800e-07	6	true	DILUPBiCGStab	9.739110e-06	5.427640e-08	1	true	DILUPBiCGStab	2.868230e-07	8.621180e-09	1	true	DILUPBiCGStab	9.894460e-06	8.543450e-09	1	true
331           	DILUPBiCGStab	1.824530e-05	1.122640e-07	1	8.603890e-05	8.027780e-08	2	false	DILUPBiCGStab	2.433470e-05	8.117660e-08	1	true	GAMG	6.532170e-05	5.445890e-07	6	true	DILUPBiCGStab	9.648750e-06	5.440450e-08	1	true	DILUPBiCGStab	2.853960e-07	8.579390e-09	1	true	DILUPBiCGStab	9.718490e-06	8.480690e-09	1	true
332           	DILUPBiCGStab	1.818320e-05	1.118180e-07	1	8.530680e-05	7.943070e-08	2	false	DILUPBiCGStab	2.425470e-05	8.088240e-08	1	true	GAMG	6.485120e-05	5.387240e-07	6	true	DILUPBiCGStab	9.559570e-06	5.454110e-08	1	true	DILUPBiCGStab	2.839740e-07	8.537110e-09	1	true	DILUPBiCGStab	9.547580e-06	8.420480e-09	1	true
333           	DILUPBiCGStab	1.812110e-05	1.113980e-07	1	8.456380e-05	7.857810e-08	2	false	DILUPBiCGStab	2.417490e-05	8.058670e-08	1	true	GAMG	6.408390e-05	5.333080e-07	6	true	DILUPBiCGStab	9.470380e-06	5.465750e-08	1	true	DILUPBiCGStab	2.825570e-07	8.494740e-09	1	true	DILUPBiCGStab	9.375950e-06	8.359750e-09	1	true
334           	DILUPBiCGStab	1.805880e-05	1.110140e-07	1	8.381060e-05	7.772510e-08	2	false	DILUPBiCGStab	2.409530e-05	8.029300e-08	1	true	GAMG	6.328850e-05	5.281960e-07	6	true	DILUPBiCGStab	9.381760e-06	5.477100e-08	1	true	DILUPBiCGStab	2.811470e-07	8.452750e-09	1	true	DILUPBiCGStab	9.207530e-06	8.297810e-09	1	true
335           	DILUPBiCGStab	1.799650e-05	1.106630e-07	1	8.304760e-05	7.685710e-08	2	false	DILUPBiCGStab	2.401620e-05	7.999920e-08	1	true	GAMG	6.254830e-05	5.227660e-07	6	true	DILUPBiCGStab	9.294380e-06	5.488300e-08	1	true	DILUPBiCGStab	2.797410e-07	8.410800e-09	1	true	DILUPBiCGStab	9.042110e-06	8.235680e-09	1	true
336           	DILUPBiCGStab	1.793430e-05	1.103470e-07	1	8.227550e-05	7.599010e-08	2	false	DILUPBiCGStab	2.393690e-05	7.970460e-08	1	true	GAMG	6.190490e-05	5.169410e-07	6	true	DILUPBiCGStab	9.204390e-06	5.494060e-08	1	true	DILUPBiCGStab	2.783580e-07	8.369240e-09	1	true	DILUPBiCGStab	8.875770e-06	8.173850e-09	1	true
337           	DILUPBiCGStab	1.787220e-05	1.100750e-07	1	8.149500e-05	7.512460e-08	2	false	DILUPBiCGStab	2.385800e-05	7.940930e-08	1	true	GAMG	6.122970e-05	5.108710e-07	6	true	DILUPBiCGStab	9.117070e-06	5.498880e-08	1	true	DILUPBiCGStab	2.769990e-07	8.327840e-09	1	true	DILUPBiCGStab	8.716720e-06	8.112370e-09	1	true
338           	DILUPBiCGStab	1.781020e-05	1.098440e-07	1	8.070690e-05	7.426300e-08	2	false	DILUPBiCGStab	2.377920e-05	7.911270e-08	1	true	GAMG	6.075200e-05	5.049390e-07	6	true	DILUPBiCGStab	9.032380e-06	5.503900e-08	1	true	DILUPBiCGStab	2.756300e-07	8.286610e-09	1	true	DILUPBiCGStab	8.565330e-06	8.053780e-09	1	true
339           	DILUPBiCGStab	1.774850e-05	1.096630e-07	1	7.991050e-05	7.338710e-08	2	false	DILUPBiCGStab	2.370060e-05	7.881440e-08	1	true	GAMG	6.009260e-05	4.988940e-07	6	true	DILUPBiCGStab	8.949060e-06	5.510060e-08	1	true	DILUPBiCGStab	2.742750e-07	8.245640e-09	1	true	DILUPBiCGStab	8.407370e-06	7.994330e-09	1	true
340           	DILUPBiCGStab	1.768730e-05	1.095220e-07	1	7.910640e-05	7.251380e-08	2	false	DILUPBiCGStab	2.362210e-05	7.851520e-08	1	true	GAMG	5.930090e-05	4.929360e-07	6	true	DILUPBiCGStab	8.865870e-06	5.513610e-08	1	true	DILUPBiCGStab	2.729380e-07	8.205050e-09	1	true	DILUPBiCGStab	8.254730e-06	7.932640e-09	1	true
